Source,Target,EdgeType,Weight
Module_1__receptor_secretion,GNAS,Host-Gene,4.490791413796576
Module_1__receptor_secretion,GPX1,Host-Gene,4.490791413796576
Module_1__receptor_secretion,GPX3,Host-Gene,4.490791413796576
Module_1__receptor_secretion,GPX5,Host-Gene,4.490791413796576
Module_1__receptor_secretion,GPX6,Host-Gene,4.490791413796576
Module_1__receptor_secretion,GPX7,Host-Gene,4.490791413796576
Module_1__receptor_secretion,GSR,Host-Gene,4.490791413796576
Module_1__receptor_secretion,GUCY1A1,Host-Gene,1.334589913340493
Module_1__receptor_secretion,GUCY1A2,Host-Gene,1.334589913340493
Module_1__receptor_secretion,GUCY1B1,Host-Gene,1.334589913340493
Module_1__receptor_secretion,GUCY2C,Host-Gene,1.334589913340493
Module_1__receptor_secretion,GUCY2D,Host-Gene,1.334589913340493
Module_1__receptor_secretion,GUCY2F,Host-Gene,1.334589913340493
Module_1__receptor_secretion,HSD17B1,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,HSD17B2,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,IGF1,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,IGF1R,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,IMPDH2,Host-Gene,1.334589913340493
Module_1__receptor_secretion,INPP1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,INPP4A,Host-Gene,3.949001091461268
Module_1__receptor_secretion,INPP4B,Host-Gene,3.949001091461268
Module_1__receptor_secretion,INPP5A,Host-Gene,3.949001091461268
Module_1__receptor_secretion,INPP5B,Host-Gene,3.949001091461268
Module_1__receptor_secretion,INPP5D,Host-Gene,3.949001091461268
Module_1__receptor_secretion,INPP5F,Host-Gene,3.949001091461268
Module_1__receptor_secretion,INPPL1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,INS,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,INSR,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,IP6K3,Host-Gene,3.949001091461268
Module_1__receptor_secretion,IPMK,Host-Gene,3.949001091461268
Module_1__receptor_secretion,IPPK,Host-Gene,3.949001091461268
Module_1__receptor_secretion,ITPKB,Host-Gene,3.949001091461268
Module_1__receptor_secretion,ITPKC,Host-Gene,3.949001091461268
Module_1__receptor_secretion,ITPR1,Host-Gene,4.490791413796576
Module_1__receptor_secretion,ITPR2,Host-Gene,4.490791413796576
Module_1__receptor_secretion,ITPR3,Host-Gene,4.490791413796576
Module_1__receptor_secretion,IYD,Host-Gene,4.490791413796576
Module_1__receptor_secretion,JMJD7-PLA2G4B,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,LDLR,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,LHCGR,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,LRP2,Host-Gene,4.490791413796576
Module_1__receptor_secretion,MINPP1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,MTM1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,MTMR1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,MTMR14,Host-Gene,3.949001091461268
Module_1__receptor_secretion,MTMR3,Host-Gene,3.949001091461268
Module_1__receptor_secretion,MTMR4,Host-Gene,3.949001091461268
Module_1__receptor_secretion,MTMR6,Host-Gene,3.949001091461268
Module_1__receptor_secretion,MTMR8,Host-Gene,3.949001091461268
Module_1__receptor_secretion,NME3,Host-Gene,1.334589913340493
Module_1__receptor_secretion,NME4,Host-Gene,1.334589913340493
Module_1__receptor_secretion,NME7,Host-Gene,1.334589913340493
Module_1__receptor_secretion,NPR1,Host-Gene,1.334589913340493
Module_1__receptor_secretion,NPR2,Host-Gene,1.334589913340493
Module_1__receptor_secretion,NT5C1A,Host-Gene,1.334589913340493
Module_1__receptor_secretion,NT5C1B,Host-Gene,1.334589913340493
Module_1__receptor_secretion,NT5C1B-RDH14,Host-Gene,1.334589913340493
Module_1__receptor_secretion,NT5E,Host-Gene,1.334589913340493
Module_1__receptor_secretion,NUDT16,Host-Gene,1.334589913340493
Module_1__receptor_secretion,OCRL,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PAX8,Host-Gene,4.490791413796576
Module_1__receptor_secretion,PDE10A,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE11A,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE1A,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE1C,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE2A,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE3A,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE4A,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE4B,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE4D,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE5A,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE6A,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE6B,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE6C,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE6D,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDE9A,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PDIA4,Host-Gene,4.490791413796576
Module_1__receptor_secretion,PGM2,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PI4KA,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PIK3C2A,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PIK3C2B,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PIK3C2G,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PIK3C3,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PIK3CA,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PIK3CD,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PIKFYVE,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PIP4K2B,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PIP4K2C,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PIP5K1A,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PIP5K1B,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PIP5KL1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PLA2G4A,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,PLA2G4B,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,PLA2G4C,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,PLA2G4D,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,PLA2G4E,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,PLA2G4F,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,PLCB1,Host-Gene,4.490791413796576
Module_1__receptor_secretion,PLCB2,Host-Gene,4.490791413796576
Module_1__receptor_secretion,PLCB3,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PLCB4,Host-Gene,4.490791413796576
Module_1__receptor_secretion,PLCD1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PLCE1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PLCG1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PLCG2,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PLCH1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PLCH2,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PLCZ1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PPAT,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PPIP5K1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PPIP5K2,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PRKACA,Host-Gene,4.490791413796576
Module_1__receptor_secretion,PRKCA,Host-Gene,4.490791413796576
Module_1__receptor_secretion,PRKCB,Host-Gene,4.490791413796576
Module_1__receptor_secretion,PRKCG,Host-Gene,4.490791413796576
Module_1__receptor_secretion,PRPS1,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PRPS1L1,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PRUNE1,Host-Gene,1.334589913340493
Module_1__receptor_secretion,PTEN,Host-Gene,3.949001091461268
Module_1__receptor_secretion,PTGS2,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,RRM1,Host-Gene,1.334589913340493
Module_1__receptor_secretion,RRM2,Host-Gene,1.334589913340493
Module_1__receptor_secretion,SCARB1,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,SERPINA7,Host-Gene,4.490791413796576
Module_1__receptor_secretion,SLC26A4,Host-Gene,4.490791413796576
Module_1__receptor_secretion,SLC5A5,Host-Gene,4.490791413796576
Module_1__receptor_secretion,STAR,Host-Gene,1.4366370814095537
Module_1__receptor_secretion,SYNJ1,Host-Gene,3.949001091461268
Module_1__receptor_secretion,SYNJ2,Host-Gene,3.949001091461268
Module_1__receptor_secretion,TG,Host-Gene,4.490791413796576
Module_1__receptor_secretion,TPO,Host-Gene,4.490791413796576
Module_1__receptor_secretion,TSHB,Host-Gene,4.490791413796576
Module_1__receptor_secretion,TSHR,Host-Gene,4.490791413796576
Module_1__receptor_secretion,TTF1,Host-Gene,4.490791413796576
Module_1__receptor_secretion,TTF2,Host-Gene,4.490791413796576
Module_1__receptor_secretion,TTR,Host-Gene,4.490791413796576
Module_1__receptor_secretion,XDH,Host-Gene,1.334589913340493
Module_32__development_morphogenesis,BMP4,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,ESR1,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,FGF1,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,FGF10,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,FGFR2,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,HNF1B,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,HOXD13,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,NKD1,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,PPP2R3A,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,PTK7,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,SFRP1,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,SFRP2,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,SHH,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,SIX1,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,SOX9,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,SPRY1,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,SPRY2,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,TFAP2C,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,TNC,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,VANGL2,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,WNT11,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,WNT3A,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,WNT5A,Host-Gene,1.756175305149035
Module_32__development_morphogenesis,YAP1,Host-Gene,1.756175305149035
Module_21__transport_lipid,ABCA1,Host-Gene,1.926148295197548
Module_21__transport_lipid,ABCA3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ABCG5,Host-Gene,1.926148295197548
Module_21__transport_lipid,ABCG8,Host-Gene,1.926148295197548
Module_21__transport_lipid,ABHD12,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ABHD12B,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ABHD2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ABHD3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ABHD6,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ABHD8,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ACSL1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,AGK,Host-Gene,3.0639789082794726
Module_21__transport_lipid,AGPAT1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,AGPAT2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,AGPAT3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,AGPAT4,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ALOX15,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ANGPTL4,Host-Gene,1.926148295197548
Module_21__transport_lipid,APOA1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,APOA5,Host-Gene,3.0639789082794726
Module_21__transport_lipid,APOB,Host-Gene,3.0639789082794726
Module_21__transport_lipid,APOBEC1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,APOC1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,APOC2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,APOC3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,APOE,Host-Gene,3.0639789082794726
Module_21__transport_lipid,APOF,Host-Gene,3.0639789082794726
Module_21__transport_lipid,APOH,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ATM,Host-Gene,3.0639789082794726
Module_21__transport_lipid,AVIL,Host-Gene,3.0639789082794726
Module_21__transport_lipid,BECN1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,BLVRA,Host-Gene,3.0639789082794726
Module_21__transport_lipid,BMX,Host-Gene,3.0639789082794726
Module_21__transport_lipid,C3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CAPN2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CAV1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CAV3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CD36,Host-Gene,1.926148295197548
Module_21__transport_lipid,CHAT,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CHKA,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CHRM5,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CIDEB,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CIDEC,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CPS1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CPT1A,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CRLS1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CWH43,Host-Gene,3.0639789082794726
Module_21__transport_lipid,CYP27A1,Host-Gene,1.926148295197548
Module_21__transport_lipid,DAGLA,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DAGLB,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DDHD2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DGAT1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DGAT2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DGAT2L6,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DGKA,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DGKB,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DGKD,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DGKG,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DGKI,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DGKK,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DGKQ,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DGKZ,Host-Gene,3.0639789082794726
Module_21__transport_lipid,DPM2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,EFR3B,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ENPP2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ENPP6,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ETNK1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ETNK2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,FABP3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,FABP5,Host-Gene,3.0639789082794726
Module_21__transport_lipid,FBXW7,Host-Gene,3.0639789082794726
Module_21__transport_lipid,FIG4,Host-Gene,3.0639789082794726
Module_21__transport_lipid,FITM2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,FUT1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,GAL3ST1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,GALR2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,GDE1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,GDPD3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,GK,Host-Gene,3.0639789082794726
Module_21__transport_lipid,GK2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,GK5,Host-Gene,3.0639789082794726
Module_21__transport_lipid,GNB3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,GPIHBP1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,GPLD1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,GPR82,Host-Gene,3.0639789082794726
Module_21__transport_lipid,GPX1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,HADHA,Host-Gene,3.0639789082794726
Module_21__transport_lipid,HTR2A,Host-Gene,3.0639789082794726
Module_21__transport_lipid,HTR2B,Host-Gene,3.0639789082794726
Module_21__transport_lipid,HTR2C,Host-Gene,3.0639789082794726
Module_21__transport_lipid,INPP1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,INPP4A,Host-Gene,3.0639789082794726
Module_21__transport_lipid,INPP4B,Host-Gene,3.0639789082794726
Module_21__transport_lipid,INPP5A,Host-Gene,3.0639789082794726
Module_21__transport_lipid,INPP5B,Host-Gene,3.0639789082794726
Module_21__transport_lipid,INPP5E,Host-Gene,3.0639789082794726
Module_21__transport_lipid,INPP5F,Host-Gene,3.0639789082794726
Module_21__transport_lipid,INPP5J,Host-Gene,3.0639789082794726
Module_21__transport_lipid,INPP5K,Host-Gene,3.0639789082794726
Module_21__transport_lipid,IP6K1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,IP6K2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,IP6K3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ITPKA,Host-Gene,3.0639789082794726
Module_21__transport_lipid,ITPKB,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LCAT,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LDLR,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LDLRAP1,Host-Gene,1.926148295197548
Module_21__transport_lipid,LIPA,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LIPC,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LIPE,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LIPG,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LIPH,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LMF1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LPA,Host-Gene,1.926148295197548
Module_21__transport_lipid,LPCAT1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LPCAT3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LPIN1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LPIN2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LPIN3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LPL,Host-Gene,3.0639789082794726
Module_21__transport_lipid,LRP1,Host-Gene,1.926148295197548
Module_21__transport_lipid,LRP2,Host-Gene,1.926148295197548
Module_21__transport_lipid,LRPAP1,Host-Gene,1.926148295197548
Module_21__transport_lipid,LYPLA2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MBOAT1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MBOAT2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MBOAT7,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MECP2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MFSD2A,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MGLL,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MOGAT1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MOGAT2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MOGAT3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MTMR1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MTMR3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MTMR4,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MTMR7,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MTMR8,Host-Gene,3.0639789082794726
Module_21__transport_lipid,MYLIP,Host-Gene,1.926148295197548
Module_21__transport_lipid,NAPEPLD,Host-Gene,3.0639789082794726
Module_21__transport_lipid,NCEH1,Host-Gene,1.926148295197548
Module_21__transport_lipid,NKX2-3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,NR1H2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,NR1H3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,NR1H4,Host-Gene,3.0639789082794726
Module_21__transport_lipid,OC90,Host-Gene,3.0639789082794726
Module_21__transport_lipid,OCRL,Host-Gene,3.0639789082794726
Module_21__transport_lipid,OSBPL10,Host-Gene,3.0639789082794726
Module_21__transport_lipid,OSBPL5,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PCK1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PCK2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PCSK9,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PCYT1A,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PCYT1B,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PCYT2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PDGFA,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PDGFB,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PEMT,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PGAP1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PGAP2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PGAP3,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PGS1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PHB2,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PI4KB,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIGA,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIGL,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIGQ,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIGS,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIGT,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIGV,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIGW,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIGX,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIGZ,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIK3C2A,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIK3C2B,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIK3CA,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIK3CB,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIK3CD,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIK3R1,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIK3R5,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIP4K2A,Host-Gene,3.0639789082794726
Module_21__transport_lipid,PIP4K2B,Host-Gene,3.0639789082794726
