Node,Type,PageRank,Degree,Betweenness,Closeness,r_pagerank,r_degree,r_between,r_close,ConsensusScore
DGAT2,Gene,0.0006052770019414489,3,0.0019347906598426077,0.23214687831221836,0.9371794871794872,0.9551282051282052,0.9337606837606838,0.9833333333333333,0.9523504273504273
ALOX15,Gene,0.0006052770019414489,3,0.0019347906598426077,0.23214687831221836,0.9371794871794872,0.9551282051282052,0.9337606837606838,0.9833333333333333,0.9523504273504273
CPT1A,Gene,0.0006052770019414489,3,0.0019347906598426077,0.23214687831221836,0.9371794871794872,0.9551282051282052,0.9337606837606838,0.9833333333333333,0.9523504273504273
HADHA,Gene,0.0006052770019414489,3,0.0019347906598426077,0.23214687831221836,0.9371794871794872,0.9551282051282052,0.9337606837606838,0.9833333333333333,0.9523504273504273
GSTP1,Gene,0.000688385452182952,2,0.0031294098791443533,0.2276064252577743,0.9551282051282052,0.8829059829059829,0.9564102564102565,0.976068376068376,0.9426282051282052
NFE2L1,Gene,0.000688385452182952,2,0.0031294098791443533,0.2276064252577743,0.9551282051282052,0.8829059829059829,0.9564102564102565,0.976068376068376,0.9426282051282052
FA2H,Gene,0.000688385452182952,2,0.0031294098791443533,0.2276064252577743,0.9551282051282052,0.8829059829059829,0.9564102564102565,0.976068376068376,0.9426282051282052
PLP1,Gene,0.000688385452182952,2,0.0031294098791443533,0.2276064252577743,0.9551282051282052,0.8829059829059829,0.9564102564102565,0.976068376068376,0.9426282051282052
SLC45A3,Gene,0.000688385452182952,2,0.0031294098791443533,0.2276064252577743,0.9551282051282052,0.8829059829059829,0.9564102564102565,0.976068376068376,0.9426282051282052
IL1B,Gene,0.000688385452182952,2,0.0031294098791443533,0.2276064252577743,0.9551282051282052,0.8829059829059829,0.9564102564102565,0.976068376068376,0.9426282051282052
IFNG,Gene,0.0006566626286986116,2,0.0031294098791443533,0.2276064252577743,0.9461538461538461,0.8829059829059829,0.9564102564102565,0.976068376068376,0.9403846153846154
MTOR,Gene,0.0006566626286986116,2,0.0031294098791443533,0.2276064252577743,0.9461538461538461,0.8829059829059829,0.9564102564102565,0.976068376068376,0.9403846153846154
PFKFB3,Gene,0.0006566626286986116,2,0.0031294098791443533,0.2276064252577743,0.9461538461538461,0.8829059829059829,0.9564102564102565,0.976068376068376,0.9403846153846154
STAT3,Gene,0.0006566626286986116,2,0.0031294098791443533,0.2276064252577743,0.9461538461538461,0.8829059829059829,0.9564102564102565,0.976068376068376,0.9403846153846154
FKRP,Gene,0.0006566626286986116,2,0.0031294098791443533,0.2276064252577743,0.9461538461538461,0.8829059829059829,0.9564102564102565,0.976068376068376,0.9403846153846154
PTPN11,Gene,0.0007226489127786206,2,0.005847955616156641,0.22336259829930746,0.9606837606837607,0.8829059829059829,0.9807692307692307,0.926923076923077,0.9378205128205128
MECP2,Gene,0.0007226489127786206,2,0.005847955616156641,0.22336259829930746,0.9606837606837607,0.8829059829059829,0.9807692307692307,0.926923076923077,0.9378205128205128
MBOAT7,Gene,0.0007226489127786206,2,0.005847955616156641,0.22336259829930746,0.9606837606837607,0.8829059829059829,0.9807692307692307,0.926923076923077,0.9378205128205128
LRP1,Gene,0.0006325398402192397,2,0.005847955616156641,0.22336259829930746,0.9427350427350427,0.8829059829059829,0.9807692307692307,0.926923076923077,0.9333333333333333
MMP14,Gene,0.0007911206702267405,2,0.007628149993918434,0.20258726585366182,0.9653846153846154,0.8829059829059829,0.9833333333333333,0.8653846153846154,0.9242521367521368
LAMB1,Gene,0.0007911206702267405,2,0.007628149993918434,0.20258726585366182,0.9653846153846154,0.8829059829059829,0.9833333333333333,0.8653846153846154,0.9242521367521368
CAPN2,Gene,0.0006818633585402538,2,0.02578428553289445,0.20198447706361872,0.9521367521367521,0.8829059829059829,0.9948717948717949,0.8641025641025641,0.9235042735042734
ATP1B2,Gene,0.0005086400419904126,2,0.008149391826715768,0.2189205579138872,0.8940170940170941,0.8829059829059829,0.9846153846153847,0.9247863247863248,0.9215811965811966
GPIHBP1,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
PLA2G1B,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
CAV1,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
DAGLA,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
DAGLB,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
NR1H2,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
NR1H3,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
PCK1,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
PCK2,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
FABP3,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
PLA2G3,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
TNXB,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
PLA2G5,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
PNLIP,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
PNLIPRP1,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
PNPLA3,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
FABP5,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
SLC27A1,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
SREBF1,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
LIPC,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
C3,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
MGLL,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
LYPLA2,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
LIPG,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
LPIN1,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
LPIN2,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
LPIN3,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
ABHD12,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
ABHD2,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
ABHD3,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
LPL,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
ABHD6,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
ACSL1,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
APOA5,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
APOC1,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
MFSD2A,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
APOC2,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
APOC3,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
BLVRA,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
LIPA,Gene,0.0005791281404964654,2,0.0007923976667094299,0.22496641701120526,0.9132478632478632,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9139957264957264
HTR2A,Gene,0.0005474053170121249,2,0.0007923976667094299,0.22496641701120526,0.8948717948717949,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9094017094017093
GALK1,Gene,0.0006208751252968834,2,0.002170611638710133,0.20029589279507604,0.9414529914529914,0.8829059829059829,0.944017094017094,0.861965811965812,0.9075854700854701
PGM1,Gene,0.0006208751252968834,2,0.002170611638710133,0.20029589279507604,0.9414529914529914,0.8829059829059829,0.944017094017094,0.861965811965812,0.9075854700854701
CD36,Gene,0.0004890190679370845,2,0.0007923976667094299,0.22496641701120526,0.8807692307692307,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9058760683760683
ANGPTL4,Gene,0.0004890190679370845,2,0.0007923976667094299,0.22496641701120526,0.8807692307692307,0.8829059829059829,0.9128205128205128,0.947008547008547,0.9058760683760683
YAP1,Gene,0.0005562450637437493,2,0.004112896508280449,0.20148488646984272,0.8957264957264958,0.8829059829059829,0.9666666666666667,0.8632478632478633,0.9021367521367522
CPS1,Gene,0.0006459398524332313,2,0.008988978574565399,0.19353846424271187,0.9435897435897436,0.8829059829059829,0.9863247863247864,0.676923076923077,0.8724358974358974
FGF10,Gene,0.0007314886595102449,2,0.0019705023844676325,0.19539539361899116,0.9628205128205128,0.8829059829059829,0.9371794871794872,0.6782051282051282,0.8652777777777778
SHH,Gene,0.0007314886595102449,2,0.0019705023844676325,0.19539539361899116,0.9628205128205128,0.8829059829059829,0.9371794871794872,0.6782051282051282,0.8652777777777778
TGFB2,Gene,0.0004928736608204149,2,0.00570106346584084,0.19757540528682374,0.8846153846153846,0.8829059829059829,0.9786324786324786,0.6820512820512821,0.8570512820512821
CSPG5,Gene,0.0004841183641618059,2,0.003698474876842511,0.19719278528142684,0.8786324786324786,0.8829059829059829,0.9641025641025641,0.6803418803418804,0.8514957264957266
VCAN,Gene,0.0004841183641618059,2,0.003698474876842511,0.19719278528142684,0.8786324786324786,0.8829059829059829,0.9641025641025641,0.6803418803418804,0.8514957264957266
CSPG4,Gene,0.0004841183641618059,2,0.003698474876842511,0.19719278528142684,0.8786324786324786,0.8829059829059829,0.9641025641025641,0.6803418803418804,0.8514957264957266
Module_32__development_morphogenesis,HostModule,0.007098204214295621,24,0.014843823323738497,0.1793885478964048,0.9871794871794872,0.994017094017094,0.9905982905982906,0.3350427350427351,0.8267094017094018
Module_52__metabolic_biosynthetic,HostModule,0.007611946515660934,22,0.01712831075247797,0.1791518354953979,0.9880341880341881,0.9931623931623932,0.9914529914529915,0.3341880341880342,0.8267094017094018
Alanine Metabolism,Pathway,0.016980856910406586,17,0.004329839198425811,0.1852634514436148,0.9935897435897436,0.9884615384615385,0.9688034188034188,0.3405982905982906,0.8228632478632479
Betaine Metabolism,Pathway,0.016980856910406586,17,0.004329839198425811,0.1852634514436148,0.9935897435897436,0.9884615384615385,0.9688034188034188,0.3405982905982906,0.8228632478632479
Caffeine Metabolism,Pathway,0.016566153660575903,17,0.004329839198425811,0.1852634514436148,0.9923076923076923,0.9884615384615385,0.9688034188034188,0.3405982905982906,0.8225427350427351
Biotin Metabolism,Pathway,0.016322210572440207,17,0.004329839198425811,0.1852634514436148,0.9914529914529915,0.9884615384615385,0.9688034188034188,0.3405982905982906,0.8223290598290599
PLCB4,Gene,0.00039938273030392605,2,0.0007311427127195877,0.20967912380889944,0.5752136752136752,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.8115384615384614
PLCB2,Gene,0.00039938273030392605,2,0.0007311427127195877,0.20967912380889944,0.5752136752136752,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.8115384615384614
PLCB1,Gene,0.00039938273030392605,2,0.0007311427127195877,0.20967912380889944,0.5752136752136752,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.8115384615384614
PLCH2,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PLCH1,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
FIG4,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PLCG2,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
MTMR8,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PLCG1,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PLCE1,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
OCRL,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PLCD1,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
SYNJ2,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
INPP5F,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
INPP4B,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PIK3CD,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PIP5KL1,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
IP6K3,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
INPP5A,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PIP5K1B,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
ITPKB,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PIP5K1A,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PIP4K2B,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
INPP4A,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
INPP5B,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PIK3CA,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
MTMR3,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PIK3C2B,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
MTMR1,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
MTMR4,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
INPP1,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PIK3C2A,Gene,0.0003959275728959898,2,0.0007311427127195877,0.20967912380889944,0.5615384615384615,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.808119658119658
PLA2G4E,Gene,0.00037990548323712375,2,0.0007311427127195877,0.20967912380889944,0.5482905982905983,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.8048076923076922
SCARB1,Gene,0.00037990548323712375,2,0.0007311427127195877,0.20967912380889944,0.5482905982905983,0.8829059829059829,0.8794871794871795,0.9085470085470085,0.8048076923076922
Module_196__alanine_aspartate,HostModule,0.008414906301900659,26,0.01752379033781623,0.1645995950692209,0.9897435897435898,0.9948717948717949,0.9923076923076923,0.20769230769230773,0.7961538461538462
INS,Gene,0.0003456420226414551,2,0.002809810318456446,0.22546454359191095,0.37094017094017095,0.8829059829059829,0.9478632478632478,0.9683760683760684,0.7925213675213676
CYP1B1,Gene,0.0003456420226414551,2,0.002809810318456446,0.22546454359191095,0.37094017094017095,0.8829059829059829,0.9478632478632478,0.9683760683760684,0.7925213675213676
CYP1A1,Gene,0.0003456420226414551,2,0.002809810318456446,0.22546454359191095,0.37094017094017095,0.8829059829059829,0.9478632478632478,0.9683760683760684,0.7925213675213676
PTGS2,Gene,0.0003456420226414551,2,0.002809810318456446,0.22546454359191095,0.37094017094017095,0.8829059829059829,0.9478632478632478,0.9683760683760684,0.7925213675213676
ALOX5,Gene,0.0003456420226414551,2,0.002809810318456446,0.22546454359191095,0.37094017094017095,0.8829059829059829,0.9478632478632478,0.9683760683760684,0.7925213675213676
Beta Oxidation of Very Long Chain Fatty Acids,Pathway,0.018674313139197176,17,0.00473413594494542,0.17469513103100454,0.9948717948717949,0.9884615384615385,0.976068376068376,0.2102564102564103,0.79241452991453
SNCA,Gene,0.0003493528885382596,2,0.00873251443010751,0.20390573116334773,0.3735042735042735,0.8829059829059829,0.9854700854700855,0.8666666666666667,0.7771367521367522
Module_20__glycosylation_biosynthetic,HostModule,0.00964959382864144,20,0.01851498805787509,0.1627579212782366,0.9905982905982906,0.9923076923076923,0.9931623931623932,0.1282051282051282,0.7760683760683761
PRKACA,Gene,0.000333396446223917,2,0.002809810318456446,0.22546454359191095,0.2367521367521368,0.8829059829059829,0.9478632478632478,0.9683760683760684,0.7589743589743589
INSR,Gene,0.00031391919915711475,2,0.002809810318456446,0.22546454359191095,0.23589743589743595,0.8829059829059829,0.9478632478632478,0.9683760683760684,0.7587606837606837
Bile Acid Biosynthesis,Pathway,0.006131572665507344,17,0.0031380181373768037,0.14829845184736468,0.985897435897436,0.9884615384615385,0.961965811965812,0.08675213675213678,0.7557692307692309
Cardiolipin Biosynthesis,Pathway,0.006131572665507344,17,0.0031380181373768037,0.14829845184736468,0.985897435897436,0.9884615384615385,0.961965811965812,0.08675213675213678,0.7557692307692309
Catecholamine Biosynthesis,Pathway,0.008265422776895744,17,0.003108563390392894,0.15845232367196543,0.9888888888888889,0.9884615384615385,0.9512820512820512,0.0888888888888889,0.754380341880342
Module_125__galactose_metabolic,HostModule,0.004460795306687452,12,0.003946566615836605,0.1565641737454496,0.9846153846153847,0.964957264957265,0.9658119658119658,0.08803418803418805,0.750854700854701
ACADL,Gene,0.00036262902376942116,2,0.0002518668754614153,0.20482861352717482,0.3867521367521367,0.8829059829059829,0.838034188034188,0.8799145299145299,0.7469017094017094
CPT1B,Gene,0.00036262902376942116,2,0.0002518668754614153,0.20482861352717482,0.3867521367521367,0.8829059829059829,0.838034188034188,0.8799145299145299,0.7469017094017094
ACAD10,Gene,0.00036262902376942116,2,0.0002518668754614153,0.20482861352717482,0.3867521367521367,0.8829059829059829,0.838034188034188,0.8799145299145299,0.7469017094017094
CRAT,Gene,0.00036262902376942116,2,0.0002518668754614153,0.20482861352717482,0.3867521367521367,0.8829059829059829,0.838034188034188,0.8799145299145299,0.7469017094017094
ABCD4,Gene,0.00036262902376942116,2,0.0002518668754614153,0.20482861352717482,0.3867521367521367,0.8829059829059829,0.838034188034188,0.8799145299145299,0.7469017094017094
ABCD3,Gene,0.00036262902376942116,2,0.0002518668754614153,0.20482861352717482,0.3867521367521367,0.8829059829059829,0.838034188034188,0.8799145299145299,0.7469017094017094
AUH,Gene,0.00036262902376942116,2,0.0002518668754614153,0.20482861352717482,0.3867521367521367,0.8829059829059829,0.838034188034188,0.8799145299145299,0.7469017094017094
ABCD1,Gene,0.00036262902376942116,2,0.0002518668754614153,0.20482861352717482,0.3867521367521367,0.8829059829059829,0.838034188034188,0.8799145299145299,0.7469017094017094
ACOX1,Gene,0.00036262902376942116,2,0.0002518668754614153,0.20482861352717482,0.3867521367521367,0.8829059829059829,0.838034188034188,0.8799145299145299,0.7469017094017094
ACOX3,Gene,0.00036262902376942116,2,0.0002518668754614153,0.20482861352717482,0.3867521367521367,0.8829059829059829,0.838034188034188,0.8799145299145299,0.7469017094017094
